Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
31,,Thu Oct 01 21:43:29 EDT 2020,SDUTIL.java,1601603009649,39076,0,(R)1(I)6(R)2(I)3(R)2(I)3,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.4358974358974359,0.0,0.0,0.0,0.0,0.1282051282051282,0.3076923076923077,0.0,[]
32,,Thu Oct 01 21:44:12 EDT 2020,AppMainInterpolation.java,1601603052591,16873,0,(I)1(R)1(I)1(R)4(I)2(R)2(I)3(R)2(I)3(R)1,0.5,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.625,0.625,0.0,[]
33,,Thu Oct 01 21:44:31 EDT 2020,AppMainInterpolation.java,1601603071046,42952,0,(D)6(F)1(D)2,0.0,88.88888888888889,0.0,11.11111111111111,0.0,0.0,0.21428571428571427,0.0,0.19047619047619047,0.023809523809523808,0.0,0.0,0.0,0.0,[]
34,,Thu Oct 01 21:44:25 EDT 2020,SDUTIL.java,1601603065772,141543,0,(R)1(F)1(I)9(R)8(I)4,0.5652173913043478,0.0,0.0,4.3478260869565215,0.0,0.0,0.16312056737588654,0.0,0.0,0.0070921985815602835,0.0,0.06382978723404255,0.09219858156028368,0.0,[]
35,,Thu Oct 01 21:46:47 EDT 2020,SDUTIL.java,1601603207411,580,580,(I)8(R)8(I)8,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
36,,Thu Oct 01 21:46:48 EDT 2020,SDUTIL.java,1601603208095,7844,7844,(I)5(R)2(I)18,0.92,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.2857142857142857,3.2857142857142856,0.0,[]
37,,Thu Oct 01 21:46:56 EDT 2020,SDUTIL.java,1601603216207,4836,4836,(R)4(I)21,0.84,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,1.0,5.25,0.0,[]
38,,Thu Oct 01 21:47:01 EDT 2020,SDUTIL.java,1601603221139,35679,0,(I)6(D)1(F)2(D)2(F)1(D)3,0.4,40.0,0.0,20.0,0.0,0.0,0.42857142857142855,0.0,0.17142857142857143,0.08571428571428572,0.0,0.0,0.17142857142857143,0.0,[]
39,,Thu Oct 01 21:47:39 EDT 2020,AppModelInterpolation.java,1601603259313,198445,0,(D)5(F)2(I)14(F)1(I)2(F)1,0.64,20.0,0.0,16.0,0.0,0.0,0.12626262626262627,0.0,0.025252525252525252,0.020202020202020204,0.0,0.0,0.08080808080808081,6.0,[1601603352426 42 COMP 524 (2 unread) https://piazza.com/class/kdoiylw2pgb38l, 1601603352833 54 COMP 524 (29 unread) https://piazza.com/class/kdoiylw2pgb38l?cid=11, 1601603384516 9 COMP 524 (27 unread) https://piazza.com/class/kdoiylw2pgb38l?cid=8, 1601603412209 12 COMP 524 (29 unread) https://piazza.com/class/kdoiylw2pgb38l?cid=146, 1601603399477 9 COMP 524 (27 unread) https://piazza.com/class/kdoiylw2pgb38l?cid=149, 1601603405643 2 COMP 524 (27 unread) https://piazza.com/class/kdoiylw2pgb38l?cid=235]
40,,Thu Oct 01 21:50:59 EDT 2020,SDUTIL.java,1601603459733,170084,0,(F)1(I)1(F)6(I)3(R)1(I)1(R)1(I)7,0.5714285714285714,0.0,0.0,33.33333333333333,0.0,0.0,0.12352941176470589,0.0,0.0,0.041176470588235294,0.0,0.011764705882352941,0.07058823529411765,2.0,[]
41,,Thu Oct 01 21:53:50 EDT 2020,SDUTIL.java,1601603630493,14069,0,(I)8(R)14(I)3,0.44,0.0,0.0,0.0,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,1.0,0.7857142857142857,0.0,[]
42,,Thu Oct 01 21:54:05 EDT 2020,SDUTIL.java,1601603645668,2768,2768,(I)10(R)6(I)9,0.76,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,3.0,9.5,0.0,[]
43,,Thu Oct 01 21:54:08 EDT 2020,SDUTIL.java,1601603648439,3366,3366,(I)1(R)2(I)8(R)8(I)5,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.3333333333333335,4.666666666666667,0.0,[]
44,,Thu Oct 01 21:54:12 EDT 2020,SDUTIL.java,1601603652133,15128,0,(I)9(R)1(I)11,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.06666666666666667,1.3333333333333333,0.0,[]
45,,Thu Oct 01 21:54:28 EDT 2020,AppMainDerived.java,1601603668957,35818,0,(F)2(I)1(F)1(R)1(I)4(F)1(I)1(D)2(F)2(D)2,0.35294117647058826,23.52941176470588,0.0,35.294117647058826,0.0,0.0,0.4857142857142857,0.0,0.11428571428571428,0.17142857142857143,0.0,0.02857142857142857,0.17142857142857143,0.0,[]
46,,Thu Oct 01 21:55:08 EDT 2020,SDUTIL.java,1601603708849,86550,0,(I)1(D)2(I)13,0.875,12.5,0.0,0.0,0.0,0.0,0.18604651162790697,0.0,0.023255813953488372,0.0,0.0,0.0,0.16279069767441862,0.0,[]
47,,Thu Oct 01 21:56:35 EDT 2020,SDUTIL.java,1601603795870,70351,0,(I)1(D)4(F)1(D)4(F)1(I)2(R)1,0.21428571428571427,57.14285714285714,0.0,14.285714285714285,0.0,0.0,0.2,0.0,0.11428571428571428,0.02857142857142857,0.0,0.014285714285714285,0.04285714285714286,0.0,[]
48,,Thu Oct 01 21:57:48 EDT 2020,SDUTIL.java,1601603868345,70423,0,(F)1(D)2(F)1(D)2(F)1(D)3(F)1(I)1(R)1(I)1,0.14285714285714285,50.0,0.0,28.57142857142857,0.0,0.0,0.2,0.0,0.1,0.05714285714285714,0.0,0.014285714285714285,0.02857142857142857,0.0,[]
49,,Thu Oct 01 21:58:59 EDT 2020,SDUTIL.java,1601603939900,60950,0,(R)2(I)2(D)1(F)1(D)4(I)1(R)2(F)1,0.21428571428571427,35.714285714285715,0.0,14.285714285714285,0.0,0.0,0.23333333333333334,0.0,0.08333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.05,0.0,[]
50,,Thu Oct 01 22:00:00 EDT 2020,SDUTIL.java,1601604000923,8610,8610,(I)2(R)2(I)2(R)5,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,0.875,0.5,0.0,[]
51,,Thu Oct 01 22:00:10 EDT 2020,SDUTIL.java,1601604010066,31535,0,(R)2(F)1(D)2(F)1(D)2(F)1(D)3,0.0,58.333333333333336,0.0,25.0,0.0,0.0,0.3870967741935484,0.0,0.22580645161290322,0.0967741935483871,0.0,0.06451612903225806,0.0,0.0,[]
52,,Thu Oct 01 22:00:48 EDT 2020,SDUTIL.java,1601604048188,-44650,-44650,(D)2(F)1(I)1(F)1(I)1,0.3333333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
53,,Thu Oct 01 22:00:03 EDT 2020,SDUTIL.java,1601604003548,171433,0,(I)1(R)10(I)6(F)1(I)1(R)3(I)1,0.391304347826087,0.0,0.0,4.3478260869565215,0.0,0.0,0.13450292397660818,0.0,0.0,0.005847953216374269,0.0,0.07602339181286549,0.05263157894736842,0.0,[]
54,,Thu Oct 01 22:02:55 EDT 2020,SDUTIL.java,1601604175086,51983,0,(I)5(R)1(F)2(I)2(F)2(I)3(R)5,0.5,0.0,0.0,20.0,0.0,0.0,0.39215686274509803,0.0,0.0,0.0784313725490196,0.0,0.11764705882352941,0.19607843137254902,0.0,[]
55,,Thu Oct 01 22:03:47 EDT 2020,SDUTIL.java,1601604227069,5804,5804,(R)6(I)17,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,1.2,3.4,0.0,[]
56,,Thu Oct 01 22:03:52 EDT 2020,SDUTIL.java,1601604232880,104,104,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
57,,Thu Oct 01 22:03:52 EDT 2020,SDUTIL.java,1601604232987,113,113,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
58,,Thu Oct 01 22:03:53 EDT 2020,SDUTIL.java,1601604233104,128,128,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
59,,Thu Oct 01 22:03:53 EDT 2020,SDUTIL.java,1601604233236,7409,7409,(I)6(R)19,0.24,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,2.7142857142857144,0.8571428571428571,0.0,[]
60,,Thu Oct 01 22:04:00 EDT 2020,SDUTIL.java,1601604240653,192,192,(R)25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
61,,Thu Oct 01 22:04:00 EDT 2020,SDUTIL.java,1601604240852,205,205,(R)25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
62,,Thu Oct 01 22:04:01 EDT 2020,SDUTIL.java,1601604241065,201,201,(R)25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
63,,Thu Oct 01 22:04:01 EDT 2020,SDUTIL.java,1601604241272,24058,0,(R)2(F)2(I)1(F)2(I)1(R)4,0.16666666666666666,0.0,0.0,33.33333333333333,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.25,0.08333333333333333,0.0,[]
64,,Thu Oct 01 22:04:25 EDT 2020,SDUTIL.java,1601604265817,91193,0,(R)3(I)12,0.8,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,0.0,0.0,0.0,0.0,0.03296703296703297,0.13186813186813187,0.0,[]
65,,Thu Oct 01 22:05:57 EDT 2020,SDUTIL.java,1601604357011,48331,0,(I)2(F)2(I)2(R)9(I)2(R)5(I)2,0.3333333333333333,0.0,0.0,8.333333333333332,0.0,0.0,0.5,0.0,0.0,0.041666666666666664,0.0,0.2916666666666667,0.16666666666666666,2.0,[1601604389070 2 adding to an arraylist in java - Google Search https://www.google.com/search?q=adding+to+an+arraylist+in+java&rlz=1C1CHBF_enUS801US801&oq=adding+to+an+arraylist&aqs=chrome.1.69i57j0l7.6199j0j7&sourceid=chrome&ie=UTF-8, 1601604395060 1 Adding Elements to an ArrayList https://chortle.ccsu.edu/java5/Notes/chap54/ch54_11.html]
66,,Thu Oct 01 22:06:43 EDT 2020,SDUTIL.java,1601604403489,28369,0,(I)1(R)5(I)2(R)6(I)5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,0.0,0.0,0.0,0.0,0.39285714285714285,0.2857142857142857,0.0,[]
67,,Thu Oct 01 22:07:12 EDT 2020,SDUTIL.java,1601604432312,22673,0,(I)1(R)3(I)10(R)3(I)1(R)1,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0.3181818181818182,0.5454545454545454,0.0,[]
68,,Thu Oct 01 22:07:35 EDT 2020,SDUTIL.java,1601604455147,56698,0,(R)2(I)21(F)1,0.875,0.0,0.0,4.166666666666666,0.0,0.0,0.42857142857142855,0.0,0.0,0.017857142857142856,0.0,0.03571428571428571,0.375,0.0,[]
69,,Thu Oct 01 22:08:31 EDT 2020,SDUTIL.java,1601604511964,49547,0,(F)1(R)2(I)2(F)2(R)6(I)6,0.42105263157894735,0.0,0.0,15.789473684210526,0.0,0.0,0.3877551020408163,0.0,0.0,0.061224489795918366,0.0,0.16326530612244897,0.16326530612244897,0.0,[]
70,,Thu Oct 01 22:09:21 EDT 2020,SDUTIL.java,1601604561514,38288,0,(I)3(R)6(I)8(R)4(I)4,0.6,0.0,0.0,0.0,0.0,0.0,0.6578947368421053,0.0,0.0,0.0,0.0,0.2631578947368421,0.39473684210526316,0.0,[]
71,,Thu Oct 01 22:09:59 EDT 2020,SDUTIL.java,1601604599894,10834,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,[]
72,,Thu Oct 01 22:10:10 EDT 2020,SDUTIL.java,1601604610765,16823,0,(I)7(R)3(I)4(R)3(I)4,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.3125,0.0,0.0,0.0,0.0,0.375,0.9375,0.0,[]
73,,Thu Oct 01 22:10:29 EDT 2020,SDUTIL.java,1601604629107,-12734,-12734,(R)2(I)11,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
74,,Thu Oct 01 22:10:29 EDT 2020,SDUTIL.java,1601604629622,20374,0,(R)2(I)6(R)1(I)4(R)1(I)1(R)9,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.65,0.55,0.0,[]
75,,Thu Oct 01 22:10:50 EDT 2020,SDUTIL.java,1601604650397,5675,5675,(R)1(I)10(R)1,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.4,2.0,0.0,[]
76,,Thu Oct 01 22:10:56 EDT 2020,SDUTIL.java,1601604656073,-500,-500,(I)2(R)12(I)9(R)1,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
77,,Thu Oct 01 22:10:58 EDT 2020,SDUTIL.java,1601604658910,13895,0,(R)1(I)1(R)2(I)2(R)1(I)5(R)6(I)2,0.5,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.7692307692307693,0.7692307692307693,0.0,[]
78,,Thu Oct 01 22:11:13 EDT 2020,SDUTIL.java,1601604673573,960,960,(I)4(R)1(I)4(R)2(I)8(R)1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
79,,Thu Oct 01 22:11:14 EDT 2020,SDUTIL.java,1601604674605,30852,0,(I)4(R)2(I)11(F)1(D)2,0.75,10.0,0.0,5.0,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.5,0.0,[]
80,,Thu Oct 01 22:11:48 EDT 2020,SDUTIL.java,1601604708570,136957,0,(F)1(D)2(F)1(D)4,0.0,75.0,0.0,25.0,0.0,0.0,0.058823529411764705,0.0,0.04411764705882353,0.014705882352941176,0.0,0.0,0.0,0.0,[]
81,,Thu Oct 01 22:14:05 EDT 2020,SafeSocialization.txt,1601604845822,218190,0,(F)3(I)1(F)3(I)1(F)1(I)4,0.46153846153846156,0.0,0.0,53.84615384615385,0.0,0.0,0.05963302752293578,0.0,0.0,0.03211009174311927,0.0,0.0,0.027522935779816515,0.0,[]
82,,Thu Oct 01 22:17:46 EDT 2020,SafeSocialization.txt,1601605066573,310290,0,(I)9,1.0,0.0,0.0,0.0,0.0,0.0,0.02903225806451613,0.0,0.0,0.0,0.0,0.0,0.02903225806451613,0.0,[]
83,,Thu Oct 01 22:23:07 EDT 2020,SafeSocialization.txt,1601605387088,85831,0,(I)1(F)1(D)2(F)1(D)2(F)1(D)2,0.1,60.0,0.0,30.0,0.0,0.0,0.11764705882352941,0.0,0.07058823529411765,0.03529411764705882,0.0,0.0,0.011764705882352941,0.0,[]
84,,Thu Oct 01 22:24:38 EDT 2020,SDUTIL.java,1601605478897,63831,0,(D)2(F)1(I)1(F)2(I)4,0.5,20.0,0.0,30.0,0.0,0.0,0.15873015873015872,0.0,0.031746031746031744,0.047619047619047616,0.0,0.0,0.07936507936507936,0.0,[]
85,,Thu Oct 01 22:25:44 EDT 2020,SDUTIL.java,1601605544831,5178,5178,(I)6(R)14(I)2(R)1,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,3.0,1.6,0.0,[]
86,,Thu Oct 01 22:25:50 EDT 2020,SDUTIL.java,1601605550009,5192,5192,(R)13(I)2(R)5,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.6,0.4,0.0,[]
87,,Thu Oct 01 22:25:55 EDT 2020,SafeSocialization.txt,1601605555201,58708,0,(R)9(F)5(D)2(F)1,0.0,11.76470588235294,0.0,35.294117647058826,0.0,0.0,0.29310344827586204,0.0,0.034482758620689655,0.10344827586206896,0.0,0.15517241379310345,0.0,0.0,[]
88,,Thu Oct 01 22:26:59 EDT 2020,SafeSocialization.txt,1601605619748,27601,0,(D)2(F)1(D)6,0.0,88.88888888888889,0.0,11.11111111111111,0.0,0.0,0.3333333333333333,0.0,0.2962962962962963,0.037037037037037035,0.0,0.0,0.0,0.0,[]
89,,Thu Oct 01 22:27:27 EDT 2020,SDUTIL.java,1601605647475,-92276,-92276,(F)1(I)1(R)17,0.05263157894736842,0.0,0.0,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
90,,Thu Oct 01 22:25:55 EDT 2020,SDUTIL.java,1601605555343,121537,0,(R)4(I)4(R)11,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.15702479338842976,0.0,0.0,0.0,0.0,0.12396694214876033,0.03305785123966942,0.0,[]
91,,Thu Oct 01 22:27:56 EDT 2020,ClassRegistry.java,1601605676880,1863,1863,(R)1(I)2(R)4(I)6(R)6(I)1,0.45,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,[]
92,,Thu Oct 01 22:27:58 EDT 2020,SDUTIL.java,1601605678750,70140,0,(R)7(I)2(R)4(I)6,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.2714285714285714,0.0,0.0,0.0,0.0,0.15714285714285714,0.11428571428571428,0.0,[]
93,,Thu Oct 01 22:29:08 EDT 2020,SDUTIL.java,1601605748776,5490,5490,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.0,[]
94,,Thu Oct 01 22:29:14 EDT 2020,SafeSocialization.txt,1601605754865,109068,0,(F)3(D)1(F)3(I)3(R)2(I)2(F)1,0.3333333333333333,6.666666666666667,0.0,46.666666666666664,0.0,0.0,0.13761467889908258,0.0,0.009174311926605505,0.06422018348623854,0.0,0.01834862385321101,0.045871559633027525,0.0,[]
