Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
18,,Wed Sep 23 17:11:24 EDT 2020,SDUTIL.java,1600895484819,2761,2761,(R)2(I)12(R)4(I)7,0.76,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,3.0,9.5,0.0,[]
19,,Wed Sep 23 17:11:27 EDT 2020,SDUTIL.java,1600895487583,6100,6100,(I)7(R)2(I)2(R)2(I)12,0.84,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,3.5,0.0,[]
20,,Wed Sep 23 17:11:33 EDT 2020,SDUTIL.java,1600895493687,2026,2026,(I)19(R)4(I)2,0.84,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,2.0,10.5,0.0,[]
21,,Wed Sep 23 17:11:35 EDT 2020,SDUTIL.java,1600895495836,3248,3248,(I)18(R)2(I)5,0.92,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,7.666666666666667,0.0,[]
22,,Wed Sep 23 17:11:39 EDT 2020,SDUTIL.java,1600895499088,81259,0,(I)12(F)1(I)1(F)1(I)2(F)2,0.7894736842105263,0.0,0.0,21.052631578947366,0.0,0.0,0.2345679012345679,0.0,0.0,0.04938271604938271,0.0,0.0,0.18518518518518517,1.0,[1600895510127 72 Assignment-1.docx - Google Docs https://docs.google.com/document/d/1eyLXEkY5tqgnLRa5K4MWVybqZ6kCiM7x/edit#]
23,,Wed Sep 23 17:17:25 EDT 2020,ClassifierFactory.java,1600895845664,64305,0,(F)4(I)8(F)2(I)1(R)1(I)1,0.5882352941176471,0.0,0.0,35.294117647058826,0.0,0.0,0.265625,0.0,0.0,0.09375,0.0,0.015625,0.15625,0.0,[]
24,,Wed Sep 23 17:18:33 EDT 2020,ClassifierFactory.java,1600895913242,2804,2804,(I)11(R)6(I)8,0.76,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,3.0,9.5,0.0,[]
25,,Wed Sep 23 17:18:36 EDT 2020,ClassifierFactory.java,1600895916199,29770,0,(I)7(F)2(I)2(R)2(I)11,0.8333333333333334,0.0,0.0,8.333333333333332,0.0,0.0,0.8275862068965517,0.0,0.0,0.06896551724137931,0.0,0.06896551724137931,0.6896551724137931,0.0,[]
26,,Wed Sep 23 17:18:36 EDT 2020,ClassifierFactory.java,1600895916462,33224,0,(I)1(R)1(I)2(R)2(I)19,0.88,0.0,0.0,0.0,0.0,0.0,0.7575757575757576,0.0,0.0,0.0,0.0,0.09090909090909091,0.6666666666666666,0.0,[]
27,,Wed Sep 23 17:19:09 EDT 2020,AWekaSDModel.java,1600895949870,189825,0,(I)11(F)2(I)8,0.9047619047619048,0.0,0.0,9.523809523809524,0.0,0.0,0.1111111111111111,0.0,0.0,0.010582010582010581,0.0,0.0,0.10052910052910052,3.0,[1600895981970 2 Weka - Classifiers - Tutorialspoint https://www.tutorialspoint.com/weka/weka_classifiers.htm]
28,,Wed Sep 23 17:22:22 EDT 2020,SDView.java,1600896142964,165987,0,(I)3(F)2(I)1(F)4(D)2,0.3333333333333333,16.666666666666664,0.0,50.0,0.0,0.0,0.07272727272727272,0.0,0.012121212121212121,0.03636363636363636,0.0,0.0,0.024242424242424242,1.0,[1600896279451 133 Assignment-1.docx - Google Docs https://docs.google.com/document/d/1eyLXEkY5tqgnLRa5K4MWVybqZ6kCiM7x/edit#]
29,,Wed Sep 23 17:25:09 EDT 2020,SDViewFactory.java,1600896309572,41679,0,(I)2(R)1(I)1(R)3(I)3(R)2(I)6(R)2(I)1,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.1951219512195122,0.3170731707317073,0.0,[]
30,,Wed Sep 23 17:25:51 EDT 2020,SDControllerDerived.java,1600896351260,31280,0,(I)7(R)1(D)2(I)1(R)1(I)4,0.75,12.5,0.0,0.0,0.0,0.0,0.5161290322580645,0.0,0.06451612903225806,0.0,0.0,0.06451612903225806,0.3870967741935484,0.0,[]
31,,Wed Sep 23 17:26:30 EDT 2020,SDControllerDerived.java,1600896390588,81477,0,(I)3(R)2(I)3(R)2(I)2(R)2(I)1,0.6,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.0,[]
32,,Wed Sep 23 17:27:52 EDT 2020,ClassRegistry.java,1600896472121,126875,0,(I)1(F)2(I)6(F)1,0.7,0.0,0.0,30.0,0.0,0.0,0.07936507936507936,0.0,0.0,0.023809523809523808,0.0,0.0,0.05555555555555555,0.0,[]
33,,Wed Sep 23 17:30:00 EDT 2020,SDControllerDerived.java,1600896600405,101624,0,(F)3(I)10,0.7692307692307693,0.0,0.0,23.076923076923077,0.0,0.0,0.12871287128712872,0.0,0.0,0.0297029702970297,0.0,0.0,0.09900990099009901,0.0,[]
34,,Wed Sep 23 17:31:42 EDT 2020,SDControllerBasic.java,1600896702214,50250,0,(I)3(F)4(I)2(R)1(I)1(F)2,0.46153846153846156,0.0,0.0,46.15384615384615,0.0,0.0,0.26,0.0,0.0,0.12,0.0,0.02,0.12,0.0,[]
35,,Wed Sep 23 17:32:36 EDT 2020,SDControllerBasic.java,1600896756506,21916,0,(I)3(R)10(I)1(F)2(I R)1(I)2,0.3684210526315789,0.0,0.0,10.526315789473683,0.0,0.0,0.9047619047619048,0.0,0.0,0.09523809523809523,0.0,0.5238095238095238,0.3333333333333333,0.0,[]
36,,Wed Sep 23 17:32:58 EDT 2020,AppMainDerived.java,1600896778925,34122,0,(R)2(F)2(I)5(R)1,0.5,0.0,0.0,20.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.058823529411764705,0.0,0.08823529411764706,0.14705882352941177,0.0,[]
37,,Wed Sep 23 17:33:33 EDT 2020,ClassifierFactory.java,1600896813050,9679,9679,(I)1(F)2(I)1(R)1(I)1(F)2(I)1(R)1(I)1(F)2(I)1,0.42857142857142855,0.0,0.0,42.857142857142854,0.0,0.0,1.5555555555555556,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.6666666666666666,0.0,[]
38,,Wed Sep 23 17:33:42 EDT 2020,AWekaSDModel.java,1600896822810,46610,0,(I)4(R)2(I)2(R)4(I)3,0.6,0.0,0.0,0.0,0.0,0.0,0.32608695652173914,0.0,0.0,0.0,0.0,0.13043478260869565,0.1956521739130435,0.0,[]
39,,Wed Sep 23 17:34:38 EDT 2020,ClassifierFactory.java,1600896878662,46524,0,(I)3(R)1(I)1(R)2(I)1(R)1(I)13,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.08695652173913043,0.391304347826087,0.0,[]
40,,Wed Sep 23 17:35:25 EDT 2020,ClassifierFactory.java,1600896925188,21588,0,(R)2(I)17(R)1(I)1,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,[]
41,,Wed Sep 23 17:35:48 EDT 2020,ClassifierFactory.java,1600896948298,13829,0,(I)5(R)1(I)1(R)10(I)8,0.56,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.8461538461538461,1.0769230769230769,0.0,[]
42,,Wed Sep 23 17:36:02 EDT 2020,ClassifierFactory.java,1600896962140,11,11,(I)2(R)2(I)1(R)10(I)9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
43,,Wed Sep 23 17:36:02 EDT 2020,ClassifierFactory.java,1600896962186,6836,6836,(I)1(R)2(I)21(R)1,0.88,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.5,3.6666666666666665,0.0,[]
44,,Wed Sep 23 17:36:09 EDT 2020,ClassifierFactory.java,1600896969030,2605,2605,(R)1(I)2(R)2(I)20,0.88,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1.5,11.0,0.0,[]
45,,Wed Sep 23 17:36:11 EDT 2020,SDUTIL.java,1600896971637,47195,0,(I)13(R)1(I)1(R)1(I)1(R)4,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,0.0,0.0,0.0,0.0,0.1276595744680851,0.3191489361702128,0.0,[]
46,,Wed Sep 23 17:36:58 EDT 2020,SDUTIL.java,1600897018977,2,2,(R)6(I)14(R)5,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
47,,Wed Sep 23 17:36:59 EDT 2020,SDUTIL.java,1600897019115,5141,5141,(R)5(I)20,0.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,[]
48,,Wed Sep 23 17:37:04 EDT 2020,ClassifierFactory.java,1600897024260,4703,4703,(I)5(R)4(I)2(R)4(I)6,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,2.0,3.25,0.0,[]
49,,Wed Sep 23 17:37:20 EDT 2020,ClassifierFactory.java,1600897040017,7019,7019,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,3.142857142857143,0.0,0.0,0.0,0.0,0.0,3.142857142857143,0.0,[]
50,,Wed Sep 23 17:37:27 EDT 2020,ClassifierFactory.java,1600897047061,39252,0,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,0.5641025641025641,0.0,0.0,0.0,0.0,0.0,0.5641025641025641,0.0,[]
51,,Wed Sep 23 17:38:06 EDT 2020,SDModelFactory.java,1600897086369,11837,0,(I)4(R)1(I)2(R)2(I)10,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,1.7272727272727273,0.0,0.0,0.0,0.0,0.2727272727272727,1.4545454545454546,0.0,[]
52,,Wed Sep 23 17:38:18 EDT 2020,SDModelFactory.java,1600897098541,1034,1034,(R)3(I)14(R)3(I)4,0.75,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,[]
53,,Wed Sep 23 17:38:20 EDT 2020,SDModelFactory.java,1600897100308,8307,8307,(I)14(R)5,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,0.0,0.0,0.625,1.75,0.0,[]
54,,Wed Sep 23 17:38:28 EDT 2020,SDViewFactory.java,1600897108620,8603,8603,(R)1(I)18,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,0.0,0.0,0.125,2.25,0.0,[]
55,,Wed Sep 23 17:38:37 EDT 2020,MVCApp.java,1600897117358,256,256,(I)16(R)1(I)2(R)2(I)4,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
56,,Wed Sep 23 17:38:41 EDT 2020,MVCApp.java,1600897121022,13498,0,(I)6(R)1(I)2(R)2(I)6(R)3,0.7,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.46153846153846156,1.0769230769230769,0.0,[]
57,,Wed Sep 23 17:38:54 EDT 2020,WekaUtil.java,1600897134689,1428,1428,(R)2(I)5(R)2(I)5(R)5(I)5,0.625,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,[]
58,,Wed Sep 23 17:38:56 EDT 2020,SDModelFactory.java,1600897136621,16772,0,(R)2(I)9,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.125,0.5625,0.0,[]
59,,Wed Sep 23 17:39:14 EDT 2020,ClassRegistry.java,1600897154886,63143,0,(I)8(R)5(I)4,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.2698412698412698,0.0,0.0,0.0,0.0,0.07936507936507936,0.19047619047619047,0.0,[]
60,,Wed Sep 23 17:40:18 EDT 2020,ClassRegistry.java,1600897218221,115,115,(I)14(R)5(I)6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
61,,Wed Sep 23 17:40:18 EDT 2020,ClassRegistry.java,1600897218456,45934,0,(I)22(R)1,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,0.0,0.0,0.0,0.0,0.022222222222222223,0.4888888888888889,0.0,[]
62,,Wed Sep 23 17:41:04 EDT 2020,AppMainInterpolation.java,1600897264392,163315,0,(R)1(I)13,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.08588957055214724,0.0,0.0,0.0,0.0,0.006134969325153374,0.07975460122699386,0.0,[]
63,,Wed Sep 23 17:43:51 EDT 2020,AppMainInterpolation.java,1600897431683,5280,5280,(R)12(I)12,0.5,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,2.4,2.4,0.0,[]
64,,Wed Sep 23 17:43:57 EDT 2020,AppMainInterpolation.java,1600897437507,8342,8342,(R)6(I)12(R)1(I)5,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.875,2.125,0.0,[]
65,,Wed Sep 23 17:44:08 EDT 2020,AppMainDerived.java,1600897448331,10024,0,(I)5(R)2(I)1(R)1(I)10,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.3,1.6,0.0,[]
66,,Wed Sep 23 17:44:19 EDT 2020,AppMainBasic.java,1600897459096,8227,8227,(R)1(I)15(R)1,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0.0,0.25,1.875,0.0,[]
67,,Wed Sep 23 17:44:27 EDT 2020,AppMainBasic.java,1600897467402,92210,0,(F)2(D)2(F)2(D)1,0.0,42.857142857142854,0.0,57.14285714285714,0.0,0.0,0.07608695652173914,0.0,0.03260869565217391,0.043478260869565216,0.0,0.0,0.0,0.0,[]
68,,Wed Sep 23 17:45:59 EDT 2020,AppModelAbstract.java,1600897559612,128438,0,(D)3(R)1(I)10,0.7142857142857143,21.428571428571427,0.0,0.0,0.0,0.0,0.109375,0.0,0.0234375,0.0,0.0,0.0078125,0.078125,0.0,[]
69,,Wed Sep 23 17:48:08 EDT 2020,AppMainBasic.java,1600897688514,468573,0,(I)1(D)1(F)7(D)2(F)1(I)4,0.3125,18.75,0.0,50.0,0.0,0.0,0.03418803418803419,0.0,0.00641025641025641,0.017094017094017096,0.0,0.0,0.010683760683760684,0.0,[]
70,,Wed Sep 23 17:56:09 EDT 2020,SDUTILMain.java,1600898169713,528850,0,(I)3(F)2(I)9(R)2(I)3,0.7894736842105263,0.0,0.0,10.526315789473683,0.0,0.0,0.03598484848484849,0.0,0.0,0.003787878787878788,0.0,0.003787878787878788,0.028409090909090908,0.0,[]
71,,Wed Sep 23 18:04:58 EDT 2020,SDUTILMain.java,1600898698566,3592,3592,(I)5(R)2(I)8(R)4(I)6,0.76,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,2.0,6.333333333333333,0.0,[]
72,,Wed Sep 23 18:05:02 EDT 2020,SDUTILMain.java,1600898702252,3103,3103,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
73,,Wed Sep 23 18:05:05 EDT 2020,SDUTILMain.java,1600898705358,5726,5726,(I)5(R)2(I)14(R)4,0.76,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.2,3.8,0.0,[]
74,,Wed Sep 23 18:05:11 EDT 2020,SDUTILMain.java,1600898711170,3184,3184,(I)22(R)2(I)1,0.92,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,7.666666666666667,0.0,[]
75,,Wed Sep 23 18:05:14 EDT 2020,SDUTILMain.java,1600898714357,3605,3605,(I)24(R)1,0.96,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,8.0,0.0,[]
76,,Wed Sep 23 18:05:17 EDT 2020,SDUTILMain.java,1600898717963,42888,0,(R)4(I)2(R)3(I)1(F)2(I R)1(F)2(I)2,0.35294117647058826,0.0,0.0,23.52941176470588,0.0,0.0,0.40476190476190477,0.0,0.0,0.09523809523809523,0.0,0.19047619047619047,0.14285714285714285,0.0,[]
77,,Wed Sep 23 18:05:18 EDT 2020,SDUTILMain.java,1600898718874,47642,0,(I)22(R)2,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.5106382978723404,0.0,0.0,0.0,0.0,0.0425531914893617,0.46808510638297873,0.0,[]
78,,Wed Sep 23 18:06:06 EDT 2020,SDUTILMain.java,1600898766657,3545,3545,(R)4(I)14(R)7,0.56,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,3.6666666666666665,4.666666666666667,0.0,[]
79,,Wed Sep 23 18:06:10 EDT 2020,SDUTILMain.java,1600898770204,43085,0,(R)5(I)6(R)1(I)4(R)1(I)4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.4883720930232558,0.0,0.0,0.0,0.0,0.16279069767441862,0.32558139534883723,0.0,[]
80,,Wed Sep 23 18:06:54 EDT 2020,SDUTILMain.java,1600898814717,5377,5377,(I)15(R)8(I)2,0.68,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.6,3.4,0.0,[]
81,,Wed Sep 23 18:07:00 EDT 2020,AppModelAbstract.java,1600898820209,40108,0,(I)13(R)2(I)2,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.0,0.05,0.375,0.0,[]
82,,Wed Sep 23 18:08:22 EDT 2020,AppModelAbstract.java,1600898902356,13936,0,(R)1(I)24,0.96,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.07692307692307693,1.8461538461538463,0.0,[]
83,,Wed Sep 23 18:08:36 EDT 2020,SDUTIL.java,1600898916292,43337,0,(I)14(R)2,0.875,0.0,0.0,0.0,0.0,0.0,0.37209302325581395,0.0,0.0,0.0,0.0,0.046511627906976744,0.32558139534883723,0.0,[]
84,,Wed Sep 23 18:09:22 EDT 2020,SDUTIL.java,1600898962019,2871,2871,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
85,,Wed Sep 23 18:09:24 EDT 2020,SDUTIL.java,1600898964952,6314,6314,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,[]
86,,Wed Sep 23 18:09:31 EDT 2020,SDUTIL.java,1600898971298,2937,2937,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
87,,Wed Sep 23 18:09:34 EDT 2020,SDUTIL.java,1600898974418,50456,0,(I)11(F)1(I)1(F)1(I)11,0.92,0.0,0.0,8.0,0.0,0.0,0.5,0.0,0.0,0.04,0.0,0.0,0.46,2.0,[]
88,,Wed Sep 23 18:10:24 EDT 2020,SDUTIL.java,1600899024953,8829,8829,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,3.125,0.0,[]
89,,Wed Sep 23 18:10:34 EDT 2020,SDUTIL.java,1600899034066,13211,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,0.0,[]
90,,Wed Sep 23 18:10:47 EDT 2020,SDUTIL.java,1600899047313,7356,7356,(I)10(R)2(I)13,0.92,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.2857142857142857,3.2857142857142856,0.0,[]
91,,Wed Sep 23 18:10:55 EDT 2020,SDUTIL.java,1600899055372,1045,1045,(R)2(I)19(R)2(I)2,0.84,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,[]
92,,Wed Sep 23 18:10:56 EDT 2020,SDUTIL.java,1600899056480,41380,0,(I)5(R)9(I)3(R)7,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5853658536585366,0.0,0.0,0.0,0.0,0.3902439024390244,0.1951219512195122,0.0,[]
93,,Wed Sep 23 18:11:38 EDT 2020,SDUTIL.java,1600899098012,40835,0,(R)2(I)16(R)6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.4,0.0,[]
94,,Wed Sep 23 18:12:18 EDT 2020,SDUTIL.java,1600899138975,525,525,(R)5(I)1(R)1(I)7(R)10,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
95,,Wed Sep 23 18:12:20 EDT 2020,SDUTIL.java,1600899140067,128029,0,(R)1(I)1(R)1(I)17,0.9,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.015625,0.140625,0.0,[]
96,,Wed Sep 23 18:14:28 EDT 2020,SDUTIL.java,1600899268839,4150,4150,(I)6(R)8(I)2(R)8,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,[]
97,,Wed Sep 23 18:14:34 EDT 2020,SDUTIL.java,1600899274154,7469,7469,(I)16(R)7(I)2,0.72,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,1.0,2.5714285714285716,0.0,[]
98,,Wed Sep 23 18:14:41 EDT 2020,SDUTIL.java,1600899281750,2859,2859,(I)6(R)7(I)7(R)2(I)3,0.64,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,4.5,8.0,0.0,[]
99,,Wed Sep 23 18:14:45 EDT 2020,SDUTIL.java,1600899285342,9488,9488,(R)2(I)4(R)14,0.2,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,1.7777777777777777,0.4444444444444444,0.0,[]
