#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Thu Sep 24 15:39:48 EDT 2020,43,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings BasicMainTest CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
11,Thu Sep 24 15:47:13 EDT 2020,43,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings BasicMainTest CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
12,Thu Sep 24 15:50:28 EDT 2020,46,3,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest+ ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
13,Thu Sep 24 15:50:28 EDT 2020,46,0,RequiredClassesSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
14,Thu Sep 24 15:50:30 EDT 2020,46,0,RequiredClassesSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
15,Thu Sep 24 15:50:31 EDT 2020,46,0,RequiredClassesSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
16,Thu Sep 24 15:50:32 EDT 2020,46,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
17,Thu Sep 24 15:52:15 EDT 2020,46,0,MainClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
18,Thu Sep 24 15:52:16 EDT 2020,46,0,UtilityClassSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
19,Thu Sep 24 15:52:18 EDT 2020,46,0,FactoriesSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
20,Thu Sep 24 15:52:24 EDT 2020,46,0,A1GeneralStyleSuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
21,Thu Sep 24 15:52:27 EDT 2020,46,0,A1ModularitySuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
22,Thu Sep 24 15:55:24 EDT 2020,46,0,A1ModularitySuite,A1AccessModifiersMatched A1InterfaceAsType BasicMainTest ClassifierFactoryTest ControllerFactoryTest GivenSafetyTest ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactoryTest WekaFileSizeTest ,A1MnemonicNames A1NamedConstants A1PublicMethodsOverride DerivedSafetyTest GenerateSafeDistancesAndDurationsTest InterpolatedSafetyTest IsInterpolatedTwoParameterSafetyTest PrintSafeDistancesAndDurationsTest ,A1NoCheckstyleWarnings CompareSafetyComputationsTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest MVCAndFactoryCalls PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintingCodeReuse UtilityTesterMainTest , ,
