#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Sep 20 13:52:02 EDT 2020,0,0,UtilityClassSuite, , ,CompareSafetyComputationsTest- DerivedSafetyTest- GenerateSafeDistancesAndDurationsTest- GivenSafetyTest- InterpolatedSafetyTest- IsInferredSafeTest- IsInterpolatedOneParameterSafetyTest- IsInterpolatedTwoParameterSafetyTest- PrintGeneratedCombinationDerivedSafetyTest- PrintGivenAndGeneratedCombinationDerivedTest- PrintGivenAndGeneratedCombinationsInferredSafety- PrintSafeDistancesAndDurationsTest- SafeSocializationtxtProvided- SocialDistanceClassRegistryProvided- SocialDistanceUtilityProvided- WekaFileSizeTest- ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest ControllerFactoryTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintingCodeReuse SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest ,
11,Sun Sep 20 13:59:31 EDT 2020,2,0,UtilityClassSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
12,Sun Sep 20 13:59:32 EDT 2020,2,0,UtilityClassSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
13,Sun Sep 20 13:59:34 EDT 2020,2,0,FactoriesSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
14,Sun Sep 20 13:59:36 EDT 2020,2,0,FactoriesSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
15,Sun Sep 20 13:59:36 EDT 2020,2,0,A1GeneralStyleSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
16,Sun Sep 20 13:59:39 EDT 2020,2,0,A1GeneralStyleSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
17,Sun Sep 20 13:59:40 EDT 2020,2,0,A1ModularitySuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
18,Sun Sep 20 13:59:42 EDT 2020,2,0,A1ModularitySuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
19,Sun Sep 20 13:59:50 EDT 2020,2,0,RequiredClassesSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
20,Sun Sep 20 13:59:53 EDT 2020,2,0,RequiredClassesSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
21,Sun Sep 20 13:59:56 EDT 2020,2,0,RequiredClassesSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
